id,name,code,account_type,chart_template_id/id,reconcile
pcg_4486,Rappels d'impôts à payer (hors IBS),4486,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4487,Etat – produits à recevoir : Trop versés sur impôts,4487,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4488,Etat – produits à recevoir : Dégrèvement d’impôts,4488,data_account_type_current_assets,l10n_dz_pcg_chart_template,True
pcg_4511,Avances de fonds,4511,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4518,Autres opérations,4518,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4551,Associés – Comptes courants : Principal,4551,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_4556,Associés – Comptes courants : Intérêts courus,4556,data_account_type_payable,l10n_dz_pcg_chart_template,True
pcg_45611,Associés : Apports en nature,45611,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_45615,Associés : Apports en numéraires,45615,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4562,"Associés : Capital souscrit, appelé et non versé (apports à libérer)",4562,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4563,Associés : Versements reçus sur augmentation de Capital,4563,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4564,Associés : Versements anticipés,4564,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4566,Actionnaires défaillants,4566,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4567,Associés - Capital à rembourser,4567,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4571,Coupons d’action,4571,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4572,Dividendes mis en paiement,4572,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4577,Tantièmes à payer aux administrateurs et gérants,4577,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4586,Opérations faites en commun : Charges à payer,4586,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4587,Opérations faites en commun : Produits à recevoir,4587,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4588,Intérêts courus,4588,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4621,Fonds à recevoir sur cessions d’Actifs réformés,4621,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4622,Débiteurs sur cessions d’immobilisations,4622,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_464,Dettes sur acquisitions de valeurs mobilières de placement et instruments financiers dérivés,464,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_465,Créances sur cessions de valeurs mobilières de placement et instruments financiers dérivés,465,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4671,"Fonds en dépôt chez les officiers ministériels (notaire, commis. priseurs)",4671,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,False
pcg_4672,Avances sur frais divers,4672,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,False
pcg_4673,Achats pour compte de tiers,4673,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,False
pcg_4674,Autres avances pour compte,4674,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,False
pcg_4675,Jetons de présence à payer aux Administrateurs,4675,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,False
pcg_4676,Débiteurs divers (à détailler),4676,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,False
pcg_4679,Créditeurs de frais divers (à détailler),4679,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,False
pcg_46861,Amendes et pénalités à payer,46861,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_46862,Autres charges opérationnelles à payer,46862,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_46871,Remboursement indemnisations d’assurances à percevoir,46871,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_46872,Autres produits opérationnels à recevoir,46872,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_476,Dépenses en attente d’imputation,476,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_477,Recettes en attente d’imputations,477,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_478,Autres opérations à régulariser,478,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,False
pcg_4811,Provisions pour procès et litiges (moins de 12 mois),4811,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4812,Provisions pour garanties données aux clients (moins de 12 mois),4812,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4815,Provisions pour amendes et pénalités,4815,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4816,Provisions pour pertes de change,4816,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4818,Autres provisions : Passifs courants,4818,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4861,Loyers payés d’avance (autre que cautionnement),4861,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4862,Primes d’assurances payées d’avance,4862,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4863,Abonnements payés d’avance,4863,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4866,Charges financières différées,4866,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4868,Autres charges constatées d’avance,4868,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4871,Loyers perçus d’avance (immeubles de placement),4871,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4877,Subventions à étaler,4877,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4878,Autres produits constatés d’avance,4878,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4911,Pertes de valeurs sur comptes de clients,4911,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4912,Pertes de valeurs sur retenues de garanties,4912,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4951,Pertes de valeur sur compte du groupe,4951,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4955,Pertes de valeur sur comptes courants des associés,4955,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4958,Pertes de valeur sur opérations faites en commun (SEP – GIE),4958,data_account_type_current_liabilities,l10n_dz_pcg_chart_template,True
pcg_4962,Pertes de valeur sur créances de cessions d'immobilisations,4962,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4965,Pertes de valeur sur créances de cessions de VMP,4965,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_4967,Pertes de valeur sur autres comptes débiteurs,4967,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_498,Pertes de valeur sur autres comptes de tiers,498,data_account_type_receivable,l10n_dz_pcg_chart_template,True
pcg_501,Parts dans entreprises liées,501,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_502,Actions propres,502,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5031,Actions détenues en vue de la revente,5031,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5061,Obligations à moins de 12 mois,5061,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5062,Bons du Trésor à court terme,5062,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5063,Bons de caisse à court terme,5063,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5081,Autres valeurs mobilières,5081,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5082,Bons de souscription et instruments financiers composés,5082,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5083,Certificat d'investissement (Art. 715-61 bis du C.Com),5083,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5088,Intérêts courus,5088,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_509,Versements restant à effectuer sur valeurs mobilières de placement non libérées,509,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5111,Chèques à encaisser,5111,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5112,Traites remises à l’escompte,5112,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5113,Effets à l'encaissement,5113,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5118,Autres valeurs à l’encaissement,5118,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5121,Comptes bancaires : Dinars,5121,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
pcg_5122,Comptes bancaires : Devises,5122,data_account_type_liquidity,l10n_dz_pcg_chart_template,False
